ID,Transaction Time,Transaction Type,Channel,Is 3DS,Is Token,Decision,Decline Reason Code,Issuer Name,Issuer Country,Issuer Region,Funding source,Acquirer Name,Acquirer Country,Acquirer Region,Jurisdiction,Is Dispute,Is Fraud,Dispute Type,Amount,Industry Segment
T9187232491058,2024-05-03T00:19:41.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO DE CREDITO E INVERSIONES ,CHILE,LAC,Debit ,BBVA MEXICO S.A. ,MEXICO,LAC,Domstic,0,0,No Dispute,106.1919942,Utility services
T92590413717589,2024-03-01T03:00:09.000Z,ECI-7,CNP,No,No,Approved,Approved,ROYAL BANK OF CANADA ,CANADA,CANADA,Credit ,LA FEDERATION DES CAISSES DESJARDINS DU QUEBEC,CANADA,CANADA,Domstic,1,1,Fraud Dispute,161.4979233,Contracted services
T98417252812802,2024-06-09T11:44:57.000Z,Chip,CP,No,No,Approved,Approved,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Credit ,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,515.6248693,Utility services
T83562644871090,2024-04-20T21:27:27.000Z,Chip,CP,No,No,Approved,Approved,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Debit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,188.4089945,Miscellaneous stores
T7164986891592,2024-06-25T20:23:31.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO COOPERATIVO SICOOB S.A. ,BRAZIL,LAC,Debit ,BANCO DE CREDITO DEL PERU ,PERU,LAC,Domestic,0,0,No Dispute,216.2204815,Contracted services
T20576200109883,2024-05-11T12:35:02.000Z,Recurring,CNP,No,No,Approved,Approved,"STRIDE BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,243.8241227,Clothing stores
T13415012969404,2024-05-07T09:48:00.000Z,Chip,CP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"TD BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,166.915432,Contracted services
T77266095281208,2024-05-21T02:24:35.000Z,ECI-7,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,USAA FEDERAL SAVINGS BANK  ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,33.79956468,Contracted services
T52269022836763,2024-04-21T07:49:22.000Z,Chip,CP,No,No,Declined,Suspected Fraud,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,120.4195563,Clothing stores
T69517086883831,2024-06-27T12:56:05.000Z,ECI-7,CNP,No,No,Declined,Not Sufficient Fund,BANCO BBVA PERU ,PERU,LAC,Debit ,SCOTABANK CHILE ,CHILE,LAC,Domstic,0,0,No Dispute,245.4727743,Contracted services
T42151517816858,2024-04-16T20:15:53.000Z,Contactless,CP,No,Yes,Approved,Approved,THE BANK OF NOVA SCOTIA,CANADA,CANADA,Debit ,LA FEDERATION DES CAISSES DESJARDINS DU QUEBEC,CANADA,CANADA,Domstic,0,0,No Dispute,340.3861403,Contracted services
T54634102502476,2024-01-15T12:25:25.000Z,Magstripe,CP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,420.306808,Retail outlet services
T64206448071998,2024-03-28T01:21:35.000Z,ECI-7,CNP,No,No,Approved,Approved,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Debit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,32.67650566,Miscellaneous stores
T61754579290519,2024-01-27T16:47:16.000Z,Recurring,CNP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,COMMONWEALTH BANK OF AUSTRALIA ,AUSTRALIA,APAC,Cross Border,0,0,No Dispute,345.0222391,Business services
T98446069223375,2024-03-03T14:36:37.000Z,Chip,CP,No,No,Approved,Approved,BANCO DEL ESTADO DE CHILE ,CHILE,LAC,Credit ,BANCO DE CHILE ,CHILE,LAC,Domstic,0,0,No Dispute,5.241371554,Contracted services
T66531032887232,2024-02-25T22:22:11.000Z,Chip,CP,No,No,Approved,Approved,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Debit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,197.0255809,Miscellaneous stores
T46347142821703,2024-05-21T10:18:29.000Z,Recurring,CNP,No,No,Approved,Approved,DEUTSCHE KREDITBANK AG ,GERMANY,EUROPE,Credit ,BPCE,FRANCE,EUROPE,Domestic,0,0,No Dispute,41.41562897,Clothing stores
T54745579861012,2024-05-22T12:55:40.000Z,Chip,CP,No,No,Approved,Approved,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,298.4326736,Contracted services
T43065647059955,2024-04-23T23:31:59.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,18.87973088,Clothing stores
T67703054226280,2024-04-22T04:55:34.000Z,Chip,CP,No,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Credit ,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,287.3064312,Contracted services
T21005015958202,2024-06-22T12:43:10.000Z,Recurring,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,281.6233099,Retail outlet services
T76989675627669,2024-05-28T18:29:48.000Z,Recurring,CNP,No,No,Approved,Approved,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,387.2636087,Clothing stores
T89872744884316,2024-05-05T15:29:33.000Z,Chip,CP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Debit ,BOURSORAMA BANQUE ,FRANCE,EUROPE,Domstic,0,0,No Dispute,402.1881826,Miscellaneous stores
T6537375424346,2024-04-05T14:04:23.000Z,Other CNP,CNP,No,No,Approved,Approved,HSBC UK BANK PLC ,UNITED KINGDOM,EUROPE,Credit ,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Domestic,1,0,Non-Fraud Dispute,287.8003519,Contracted services
T28792940684940,2024-05-25T04:30:36.000Z,ECI-7,CNP,No,No,Approved,Approved,FIRSTRAND BANK LIMITED,SOUTH AFRICA,CEMEA,Debit ,ALINMA BANK,QATAR,CEMEA,Domstic,0,0,No Dispute,360.1591259,Contracted services
T93124128366007,2024-03-24T08:49:03.000Z,Chip,CP,No,No,Declined,Others,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Credit ,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,52.26252228,Clothing stores
T48004882630691,2024-03-20T17:58:47.000Z,Other CNP,CNP,No,No,Approved,Approved,BANCO BRADESCO S.A. ,BRAZIL,LAC,Credit ,BANCO SANTANDER S.A. ,BRAZIL,LAC,Domstic,0,0,No Dispute,380.8589066,Contracted services
T42746892348307,2024-02-23T02:29:05.000Z,ECI-7,CNP,No,No,Approved,Approved,BANCO SANTANDER-CHILE ,CHILE,LAC,Credit ,HSBC UK BANK PLC ,UNITED KINGDOM,EUROPE,Cross Border,0,0,No Dispute,195.1658432,Contracted services
T11969792800738,2024-06-08T10:00:37.000Z,Contactless,CP,No,Yes,Approved,Approved,"BANCO ITAUCARD, S.A. ",BRAZIL,LAC,Credit ,BANCO BRADESCO S.A. ,BRAZIL,LAC,Domstic,0,0,No Dispute,702.7947926,Contracted services
T395291984708,2024-01-22T18:17:08.000Z,Other CNP,CNP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Credit ,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,627.8173964,Contracted services
T31554848331121,2024-05-23T04:46:50.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,597.8688173,Contracted services
T23620990134908,2024-06-13T04:19:36.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,68.16785422,Miscellaneous stores
T64138406377406,2024-02-02T10:48:55.000Z,Recurring,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Prepaid,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,169.2735017,Business services
T55200509625957,2024-01-19T19:32:19.000Z,Chip,CP,No,No,Declined,Do not honor,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,433.015607,Utility services
T6749441384831,2024-02-10T22:10:20.000Z,Chip,CP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Credit ,VIETNAM TECHNOLOGICAL AND COMMERCIAL JOINT STOCK BANK,VIETNAM,APAC,Cross Border,0,0,No Dispute,258.0744752,Utility services
T50785999887228,2024-02-12T01:11:51.000Z,Other CNP,CNP,No,No,Approved,Approved,ITAU UNIBANCO HOLDING S.A ,BRAZIL,LAC,Debit ,BANCO SANTANDER S.A. ,BRAZIL,LAC,Domstic,0,0,No Dispute,104.5361602,Contracted services
T83903629703790,2024-04-16T16:30:51.000Z,Chip,CP,No,No,Approved,Approved,"CAPITAL ONE, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,35.4294646,Contracted services
T66462984253958,2024-06-13T02:16:08.000Z,ECI-7,CNP,No,No,Approved,Approved,"RAKUTEN CARD CO., LTD",JAPAN,APAC,Debit ,HDFC BANK LIMITED ,INDIA,APAC,Domestic,0,0,No Dispute,481.8306296,Miscellaneous stores
T10633497898612,2024-03-24T14:22:10.000Z,ECI-7,CNP,No,No,Approved,Approved,REVOLUT LIMITED ,UNITED KINGDOM,EUROPE,Credit ,ROYAL BANK OF CANADA ,CANADA,CANADA,Cross Border,0,0,No Dispute,145.1770705,Miscellaneous stores
T62619641241856,2024-06-02T19:25:28.000Z,Chip,CP,No,No,Approved,Approved,BANCO DEL ESTADO DE CHILE ,CHILE,LAC,Credit ,LA FEDERATION DES CAISSES DESJARDINS DU QUEBEC,CANADA,CANADA,Cross Border,0,0,No Dispute,24.87725343,Clothing stores
T84423558481606,2024-04-21T14:29:57.000Z,ECI-7,CNP,No,No,Approved,Approved,VIETNAM TECHNOLOGICAL AND COMMERCIAL JOINT STOCK BANK,VIETNAM,APAC,Credit ,INVESTEC BANK LIMITED,SOUTH AFRICA,CEMEA,Cross Border,0,0,No Dispute,37.95089551,Retail outlet services
T26085257404336,2024-06-14T07:53:02.000Z,ECI-7,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"BANCO GENERAL, S.A. ",PANAMA,LAC,Cross Border,0,0,No Dispute,307.081352,Clothing stores
T88856759455569,2024-05-21T08:26:34.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,330.0563204,Government services
T52932660199969,2024-01-24T18:06:47.000Z,Chip,CP,No,No,Approved,Approved,BANCO DO BRASIL S.A. ,BRAZIL,LAC,Debit ,NEON PAGAMENTOS S.A. ,BRAZIL,LAC,Domstic,0,0,No Dispute,68.22776841,Business services
T87386030791228,2024-05-14T10:21:25.000Z,Chip,CP,No,No,Declined,Others,STATE EMPLOYEES CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,41.25358665,Business services
T994348396430,2024-06-11T21:55:03.000Z,ECI-7,CNP,No,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,FIRSTRAND BANK LIMITED,SOUTH AFRICA,CEMEA,Cross Border,0,0,No Dispute,37.83604784,Contracted services
T47832715747710,2024-04-19T00:31:29.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,TRIUST BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,516.9196322,Business services
T57164530258961,2024-01-28T01:52:21.000Z,Chip,CP,No,No,Declined,Others,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Debit ,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,375.9815636,Retail outlet services
T67655445942781,2024-04-07T00:23:00.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,EQUITABLE BANK ,CANADA,CANADA,Cross Border,1,1,Fraud Dispute,737.9477551,Utility services
T492385112977,2024-02-22T14:10:39.000Z,Contactless,CP,No,Yes,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,680.9892177,Utility services
T3415787860609,2024-05-08T03:55:53.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domstic,1,0,Non-Fraud Dispute,126.5736129,Business services
T97630775549757,2024-02-01T06:46:04.000Z,ECI-7,CNP,No,No,Approved,Approved,COMMONWEALTH BANK OF AUSTRALIA ,AUSTRALIA,APAC,Credit ,ABS BANK,NEW ZEALAND,APAC,Domstic,0,0,No Dispute,272.7803078,Professional services
T59296501993003,2024-06-20T08:53:56.000Z,ECI-7,CNP,No,No,Approved,Approved,CAIXA ECONOMICA FEDERAL ,BRAZIL,LAC,Credit ,AXIS BANK LIMITED,INDIA,APAC,Cross Border,0,0,No Dispute,28.57760661,Professional services
T34609483515110,2024-04-30T19:21:14.000Z,ECI-7,CNP,No,No,Declined,Not Sufficient Fund,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,326.3472491,Clothing stores
T55656171248027,2024-04-02T15:03:04.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,25.42464712,Retail outlet services
T60701868190507,2024-03-01T10:29:04.000Z,Chip,CP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,520.5141519,Miscellaneous stores
T11819189177457,2024-06-14T09:36:45.000Z,ECI-7,CNP,No,No,Declined,Not Sufficient Fund,"BANK OF AMERICA, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Debit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,169.9936371,Clothing stores
T21168111459503,2024-04-15T20:10:29.000Z,ECI-7,CNP,No,No,Approved,Approved,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Credit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,701.5860863,Clothing stores
T71713678010031,2024-04-03T09:32:03.000Z,ECI-7,CNP,No,No,Approved,Approved,ICICI Bank Ltd,INDIA,APAC,Credit ,HDFC BANK LIMITED ,INDIA,APAC,Domestic,0,0,No Dispute,413.9591687,Clothing stores
T57878778988099,2024-02-06T09:31:57.000Z,Magstripe,CP,No,No,Approved,Approved,THE TORONTO-DOMINION BANK ,CANADA,CANADA,Credit ,"ALLIED IRISH BANKS, P.L.C. ",REPUBLIC OF IRELAND,EUROPE,Cross Border,0,0,No Dispute,591.7368154,Contracted services
T34567078230233,2024-03-22T15:17:05.000Z,Chip,CP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Credit ,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA ,POLAND,EUROPE,Domstic,0,0,No Dispute,14.86270866,Clothing stores
T69634381856304,2024-01-11T02:46:45.000Z,Chip,CP,No,No,Approved,Approved,BANCO DE CREDITO DEL PERU ,PERU,LAC,Debit ,BANCO SANTANDER S.A. ,BRAZIL,LAC,Domestic,0,0,No Dispute,356.5927329,Business services
T80119833748357,2024-04-30T04:48:49.000Z,Recurring,CNP,No,No,Approved,Approved,BPCE,FRANCE,EUROPE,Credit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,574.3878506,Clothing stores
T24216689933752,2024-06-18T18:14:38.000Z,Chip,CP,No,No,Approved,Approved,MERCADO PAGO INSTITUICAO DE PAGAMENTO LTDA. ,BRAZIL,LAC,Credit ,SCOTABANK CHILE ,CHILE,LAC,Domstic,0,0,No Dispute,324.4672111,Business services
T37679413764356,2024-02-18T12:59:00.000Z,ECI-5,CNP,Yes,Yes,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,27.1029154,Contracted services
T60753190441018,2024-02-16T18:17:30.000Z,Contactless,CP,No,Yes,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,REGIONS BANK ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,124.0102632,Clothing stores
T29860549637475,2024-06-08T18:50:39.000Z,Chip,CP,No,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Credit ,"ALLIED IRISH BANKS, P.L.C. ",REPUBLIC OF IRELAND,EUROPE,Domstic,0,0,No Dispute,405.090249,Contracted services
T82287956832742,2024-05-19T17:32:06.000Z,ECI-7,CNP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Debit ,AL RAJHI BANKING AND INVESTMENT CORP,SAUDI ARABIA,CEMEA,Cross Border,0,0,No Dispute,477.6238853,Clothing stores
T84006274785919,2024-05-14T08:00:18.000Z,Chip,CP,No,No,Approved,Approved,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Debit ,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,223.3614169,Contracted services
T69641632761791,2024-06-21T00:17:59.000Z,Chip,CP,No,No,Approved,Approved,FIRSTRAND BANK LIMITED,SOUTH AFRICA,CEMEA,Credit ,DUBAI ISLAMIC BANK,UNITED ARAB EMIRATES,CEMEA,Domstic,0,0,No Dispute,433.0405052,Contracted services
T76865936971897,2024-06-01T12:18:09.000Z,Chip,CP,No,No,Declined,Suspected Fraud,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,381.6864904,Utility services
T94756263402404,2024-06-13T09:47:16.000Z,Recurring,CNP,No,No,Approved,Approved,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Credit ,"M&T BANK CITIZENS BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,12.49000777,Contracted services
T93943955429384,2024-01-27T19:59:42.000Z,Chip,CP,No,No,Approved,Approved,BOURSORAMA BANQUE ,FRANCE,EUROPE,Debit ,BOURSORAMA BANQUE ,FRANCE,EUROPE,Domstic,0,0,No Dispute,197.0118944,Contracted services
T84271028239092,2024-06-29T04:50:52.000Z,ECI-7,CNP,No,No,Approved,Approved,"EPOS CARD COMPANY, LIMITED ",JAPAN,APAC,Debit ,"EPOS CARD COMPANY, LIMITED ",JAPAN,APAC,Domstic,0,0,No Dispute,22.80887992,Contracted services
T68955281045831,2024-01-18T15:01:34.000Z,Contactless,CP,No,Yes,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,217.8394514,Retail outlet services
T97960843272707,2024-04-30T23:24:43.000Z,ECI-5,CNP,Yes,No,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Credit ,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,158.7934746,Utility services
T17919452378378,2024-01-05T16:31:42.000Z,ECI-7,CNP,No,No,Approved,Approved,FIRSTRAND BANK LIMITED,SOUTH AFRICA,CEMEA,Credit ,Emirates NBD Bank,UNITED ARAB EMIRATES,CEMEA,Domstic,1,0,Non-Fraud Dispute,186.5972823,Clothing stores
T98587728569084,2024-02-24T14:27:51.000Z,ECI-7,CNP,No,No,Approved,Approved,"EPOS CARD COMPANY, LIMITED ",JAPAN,APAC,Debit ,AXIS BANK LIMITED,INDIA,APAC,Domstic,0,0,No Dispute,234.6702076,Government services
T62153246893551,2024-04-30T07:51:28.000Z,Recurring,CNP,No,No,Approved,Approved,BANCO BBVA PERU ,PERU,LAC,Credit ,BANCO MACRO S.A. ,ARGENTINA,LAC,Domestic,0,0,No Dispute,203.3175248,Utility services
T46194012030698,2024-02-21T13:50:40.000Z,Contactless,CP,No,Yes,Approved,Approved,"TD BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,282.2882171,Utility services
T6295514938851,2024-05-19T23:57:28.000Z,ECI-7,CNP,No,No,Approved,Approved,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Credit ,POWSZECHNA KASA OSZCZEDNOSCI BANK POLSKI SA ,POLAND,EUROPE,Domestic,0,0,No Dispute,34.7311315,Clothing stores
T46419269041139,2024-03-07T02:05:57.000Z,ECI-7,CNP,No,No,Approved,Approved,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Credit ,ING BANK N.V. ,NETHERLANDS,EUROPE,Domstic,0,0,No Dispute,107.9605407,Retail outlet services
T24024706075421,2024-02-20T11:46:39.000Z,Recurring,CNP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Credit ,NORDEA BANK ABP ,REPUBLIC OF IRELAND,EUROPE,Domestic,0,0,No Dispute,162.54564,Business services
T3247412724271,2024-04-21T16:00:25.000Z,Chip,CP,No,No,Approved,Approved,JPMORGAN CHASE BANK N.A ,UNITED STATES OF AMERICA,USA,Credit ,"PNC BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,20.76626238,Utility services
T55675476625450,2024-04-26T10:59:37.000Z,Chip,CP,No,No,Approved,Approved,MASHREQBANK,UNITED ARAB EMIRATES,CEMEA,Credit ,ALINMA BANK,QATAR,CEMEA,Domestic,0,0,No Dispute,310.9415919,Contracted services
T60892652643972,2024-05-06T14:59:14.000Z,Chip,CP,No,No,Approved,Approved,BARCLAYS BANK UK PLC ,UNITED KINGDOM,EUROPE,Credit ,BANK OF SCOTLAND PLC ,UNITED KINGDOM,EUROPE,Domestic,0,0,No Dispute,524.402745,Contracted services
T14916721230004,2024-05-12T07:47:26.000Z,ECI-6,CNP,Yes,No,Approved,Approved,LLOYDS BANK PLC H,UNITED KINGDOM,EUROPE,Credit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,770.6808328,Contracted services
T96275032193275,2024-01-04T23:29:57.000Z,Chip,CP,No,No,Approved,Approved,U.S. BANK NATIONAL ASSOCIATION ,UNITED STATES OF AMERICA,USA,Credit ,SUTTON BANK ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,9.466719527,Business services
T34178053112085,2024-03-06T20:54:11.000Z,Chip,CP,No,No,Approved,Approved,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Debit ,NATIONWIDE BUILDING SOCIETY ,UNITED KINGDOM,EUROPE,Domstic,0,0,No Dispute,372.1323605,Retail outlet services
T85991667187341,2024-06-15T03:41:42.000Z,Chip,CP,No,No,Approved,Approved,ING BANK (AUSTRALIA) LIMITED ,AUSTRALIA,APAC,Credit ,ING BANK (AUSTRALIA) LIMITED ,AUSTRALIA,APAC,Domestic,0,0,No Dispute,314.9396947,Contracted services
T64051809618926,2024-05-23T14:00:06.000Z,Contactless,CP,No,Yes,Approved,Approved,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Debit ,AEON FINANCIAL SERVICE CO. LTD,JAPAN,APAC,Cross Border,0,0,No Dispute,215.3812438,Contracted services
T40508294642214,2024-02-20T10:36:44.000Z,Recurring,CNP,No,No,Approved,Approved,"WELLS FARGO BANK, NATIONAL ASSOCIATION ",UNITED STATES OF AMERICA,USA,Credit ,FIRST NATIONAL BANK OF OMAHA,UNITED STATES OF AMERICA,USA,Domestic,0,0,No Dispute,11.47080402,Contracted services
T45167556319172,2024-02-25T03:36:57.000Z,Chip,CP,No,No,Declined,Do not honor,"CITIBANK, N.A. - COSTCO ",UNITED STATES OF AMERICA,USA,Debit ,NAVY FEDERAL CREDIT UNION ,UNITED STATES OF AMERICA,USA,Domstic,0,0,No Dispute,647.5260428,Contracted services
T9695514845016,2024-01-05T04:25:56.000Z,ECI-6,CNP,Yes,No,Approved,Approved,"EPOS CARD COMPANY, LIMITED ",JAPAN,APAC,Credit ,AXIS BANK LIMITED,INDIA,APAC,Domestic,0,0,No Dispute,430.8514174,Utility services
