InvoiceID,InvoiceDate,BusinessUnit,Region,Vendor,VendorPerformanceScore,ContractType,PaymentTermsDays,Quantity,UnitCost,BudgetAmount,ActualInvoiceAmount,VarianceAmount,DaysLate,InvoiceStatus
INV00200,2025-06-18,BU_Sales,EMEA,Vendor_37,78.1,Time & Materials,30,56,6.52,367.99,359.96,-8.03,0,Paid
INV00201,2025-05-17,BU_IT,EMEA,Vendor_41,86.1,Fixed Price,30,57,35.76,2077.77,1996.32,-81.46,0,Paid
INV00202,2025-06-20,BU_R&D,APAC,Vendor_38,45.6,Fixed Price,30,59,38.96,2324.13,2515.42,191.29,9,Pending
INV00203,2025-03-20,BU_Fabrication,North America,Vendor_19,61.4,Fixed Price,60,55,21.28,1215.66,1383.68,168.02,0,Paid
INV00204,2025-06-11,BU_IT,EMEA,Vendor_30,70.6,Fixed Price,90,61,44.38,2763.24,2859.77,96.52,0,Paid
INV00205,2024-08-22,BU_Sales,LATAM,Vendor_37,78.1,Time & Materials,30,42,37.43,1606.3,1662.1,55.8,0,Paid
INV00206,2024-10-17,BU_Fabrication,EMEA,Vendor_22,71.6,Time & Materials,15,38,6.68,251.94,254.6,2.66,0,Paid
INV00207,2024-08-21,BU_Logistics,APAC,Vendor_29,66.0,Fixed Price,45,48,45.24,2196.18,2428.21,232.03,2,Pending
INV00208,2024-12-23,BU_Sales,EMEA,Vendor_22,71.6,Time & Materials,15,47,42.66,1994.84,2034.64,39.8,0,Paid
INV00209,2025-01-19,BU_Fabrication,EMEA,Vendor_36,56.7,Time & Materials,30,41,54.92,2394.06,2578.71,184.65,0,Paid
INV00210,2025-07-03,BU_IT,LATAM,Vendor_22,71.6,Fixed Price,45,53,56.27,2991.12,3012.6,21.49,0,Paid
INV00211,2025-01-06,BU_Sales,North America,Vendor_46,64.2,Time & Materials,30,47,18.02,830.62,939.54,108.91,3,Pending
INV00212,2025-01-16,BU_Logistics,APAC,Vendor_48,90.9,Time & Materials,60,61,20.77,1299.81,1462.7,162.89,9,Pending
INV00213,2025-07-10,BU_Sales,EMEA,Vendor_02,72.9,Fixed Price,15,65,16.63,1088.39,1076.89,-11.51,0,Paid
INV00214,2025-04-06,BU_Logistics,North America,Vendor_09,68.0,Fixed Price,30,51,51.19,2782.81,3009.63,226.82,0,Paid
INV00215,2025-04-17,BU_IT,LATAM,Vendor_34,59.1,Fixed Price,30,51,41.58,2178.99,2365.94,186.95,0,Paid
INV00216,2024-10-07,BU_IT,EMEA,Vendor_11,68.0,Fixed Price,45,43,8.64,385.32,401.3,15.98,0,Paid
INV00217,2024-10-24,BU_Sales,North America,Vendor_24,53.6,Time & Materials,30,49,22.12,1113.87,1187.48,73.61,0,Paid
INV00218,2024-12-24,BU_Sales,North America,Vendor_16,66.6,Fixed Price,60,48,40.63,1932.93,2102.78,169.85,0,Paid
INV00219,2024-11-08,BU_R&D,APAC,Vendor_37,78.1,Time & Materials,30,42,63.49,2698.67,2899.7,201.03,0,Paid
INV00220,2025-02-12,BU_IT,EMEA,Vendor_11,68.0,Time & Materials,60,49,49.93,2552.44,2880.53,328.09,4,Pending
INV00221,2024-12-07,BU_Fabrication,APAC,Vendor_24,53.6,Fixed Price,15,53,42.87,2361.1,2567.71,206.61,0,Paid
INV00222,2024-10-03,BU_R&D,North America,Vendor_11,68.0,Fixed Price,60,59,12.59,755.32,831.56,76.24,6,Pending
INV00223,2025-03-12,BU_Fabrication,LATAM,Vendor_15,49.1,Time & Materials,60,50,22.74,1173.95,1314.26,140.31,0,Paid
INV00224,2025-03-01,BU_Fabrication,EMEA,Vendor_24,53.6,Fixed Price,90,54,17.2,968.89,1069.57,100.68,5,Pending
INV00225,2024-08-15,BU_R&D,LATAM,Vendor_46,64.2,Time & Materials,45,27,60.84,1617.53,1773.56,156.03,6,Pending
INV00226,2024-12-25,BU_Sales,APAC,Vendor_09,68.0,Time & Materials,30,51,11.07,575.36,670.55,95.19,0,Paid
INV00227,2024-09-10,BU_Fabrication,North America,Vendor_10,83.1,Fixed Price,45,50,52.8,2634.7,2655.53,20.83,0,Paid
INV00228,2024-09-26,BU_R&D,North America,Vendor_08,86.5,Fixed Price,30,38,23.07,878.65,864.12,-14.53,0,Paid
INV00229,2025-03-23,BU_Fabrication,North America,Vendor_32,100.0,Fixed Price,15,62,21.51,1402.06,1387.31,-14.75,0,Paid
INV00230,2024-12-02,BU_Logistics,North America,Vendor_01,82.5,Time & Materials,30,42,31.71,1378.19,1411.78,33.59,0,Paid
INV00231,2025-07-07,BU_Fabrication,EMEA,Vendor_24,53.6,Fixed Price,30,65,32.17,2094.33,2173.48,79.15,0,Paid
INV00232,2025-04-17,BU_IT,North America,Vendor_31,66.0,Fixed Price,30,52,65.16,3346.59,3625.35,278.75,2,Pending
INV00233,2024-08-09,BU_R&D,APAC,Vendor_23,76.0,Fixed Price,45,45,38.47,1767.96,1853.85,85.88,0,Paid
INV00234,2025-05-25,BU_R&D,North America,Vendor_23,76.0,Fixed Price,60,38,41.69,1613.25,1667.16,53.91,0,Paid
INV00235,2025-07-17,BU_Sales,LATAM,Vendor_31,66.0,Time & Materials,60,51,63.5,3362.01,3673.8,311.8,5,Pending
INV00236,2025-03-23,BU_Fabrication,North America,Vendor_03,84.7,Time & Materials,60,44,14.64,672.23,715.68,43.45,0,Paid
INV00237,2025-01-06,BU_IT,EMEA,Vendor_35,87.3,Fixed Price,15,51,58.02,2925.93,2977.61,51.68,0,Paid
INV00238,2024-12-25,BU_R&D,LATAM,Vendor_04,97.8,Time & Materials,30,52,12.65,684.46,711.91,27.45,0,Paid
INV00239,2025-02-05,BU_Sales,LATAM,Vendor_48,90.9,Fixed Price,90,48,64.48,3067.89,3277.69,209.8,0,Paid
INV00240,2024-11-04,BU_Sales,APAC,Vendor_24,53.6,Time & Materials,30,53,52.26,2867.72,3229.52,361.8,0,Paid
INV00241,2025-03-06,BU_Fabrication,EMEA,Vendor_12,68.0,Fixed Price,30,52,46.42,2511.67,2645.55,133.88,5,Pending
INV00242,2025-07-05,BU_R&D,EMEA,Vendor_39,55.1,Time & Materials,15,58,62.01,3687.52,4016.07,328.56,0,Paid
INV00243,2025-03-17,BU_Fabrication,APAC,Vendor_23,76.0,Time & Materials,30,55,15.88,908.21,993.35,85.14,0,Paid
INV00244,2024-08-30,BU_Fabrication,APAC,Vendor_26,76.7,Fixed Price,60,39,23.5,939.67,1029.95,90.29,0,Paid
INV00245,2024-08-16,BU_Logistics,LATAM,Vendor_44,70.5,Time & Materials,15,52,27.78,1470.26,1451.97,-18.29,6,Pending
INV00246,2025-06-27,BU_R&D,EMEA,Vendor_37,78.1,Fixed Price,15,45,26.44,1251.97,1243.9,-8.07,0,Paid
INV00247,2025-02-06,BU_R&D,EMEA,Vendor_05,71.5,Fixed Price,30,54,27.05,1525.97,1527.13,1.16,0,Paid
INV00248,2025-06-29,BU_R&D,North America,Vendor_08,86.5,Fixed Price,15,41,26.87,1113.35,1117.82,4.48,0,Paid
INV00249,2025-05-15,BU_Fabrication,North America,Vendor_17,59.8,Time & Materials,30,45,26.27,1229.71,1292.77,63.06,0,Paid
INV00250,2025-07-22,BU_Sales,North America,Vendor_09,68.0,Time & Materials,30,44,25.33,1148.2,1255.66,107.46,0,Paid
INV00251,2025-03-16,BU_Fabrication,LATAM,Vendor_21,97.0,Time & Materials,45,60,49.74,3094.14,3203.84,109.7,0,Paid
INV00252,2024-12-27,BU_R&D,LATAM,Vendor_46,64.2,Time & Materials,45,52,34.3,1858.5,2021.29,162.79,5,Pending
INV00253,2025-02-02,BU_IT,North America,Vendor_13,78.6,Time & Materials,30,46,24.62,1162.35,1217.88,55.53,0,Paid
INV00254,2025-02-01,BU_IT,APAC,Vendor_30,70.6,Time & Materials,30,46,12.38,585.23,647.71,62.48,0,Paid
INV00255,2024-09-14,BU_Fabrication,EMEA,Vendor_46,64.2,Time & Materials,30,40,3.78,153.5,162.38,8.88,0,Paid
INV00256,2025-05-22,BU_Fabrication,North America,Vendor_21,97.0,Time & Materials,30,47,11.1,541.96,576.76,34.8,0,Paid
INV00257,2025-01-24,BU_Logistics,LATAM,Vendor_50,48.6,Fixed Price,30,61,12.47,765.85,813.07,47.22,0,Paid
INV00258,2024-10-06,BU_Sales,EMEA,Vendor_04,97.8,Time & Materials,30,51,54.92,2805.04,2902.56,97.52,0,Paid
INV00259,2024-10-22,BU_R&D,LATAM,Vendor_15,49.1,Fixed Price,60,40,49.03,2105.96,2261.37,155.42,0,Paid
INV00260,2024-09-10,BU_R&D,North America,Vendor_36,56.7,Fixed Price,45,50,40.99,2084.94,2249.77,164.83,0,Paid
INV00261,2024-09-17,BU_IT,APAC,Vendor_38,45.6,Time & Materials,15,53,39.41,2163.26,2402.71,239.45,0,Paid
INV00262,2025-06-06,BU_R&D,LATAM,Vendor_37,78.1,Fixed Price,60,49,45.54,2281.44,2420.68,139.24,4,Pending
INV00263,2025-06-25,BU_IT,North America,Vendor_14,46.3,Time & Materials,30,48,8.51,410.79,436.21,25.42,0,Paid
INV00264,2025-04-12,BU_IT,North America,Vendor_20,53.8,Fixed Price,60,53,18.59,1000.95,1111.19,110.24,0,Paid
INV00265,2024-12-31,BU_Sales,North America,Vendor_04,97.8,Fixed Price,30,32,28.94,969.59,933.23,-36.36,0,Paid
INV00266,2025-01-22,BU_IT,North America,Vendor_46,64.2,Fixed Price,90,64,11.62,745.66,831.69,86.03,7,Pending
INV00267,2025-02-21,BU_Logistics,APAC,Vendor_33,74.8,Fixed Price,30,49,31.64,1597.19,1610.57,13.38,0,Paid
INV00268,2024-12-15,BU_Sales,North America,Vendor_07,98.7,Fixed Price,60,58,45.34,2689.87,2791.29,101.42,0,Paid
INV00269,2025-03-03,BU_Logistics,LATAM,Vendor_11,68.0,Time & Materials,60,55,24.74,1368.17,1553.93,185.77,0,Paid
INV00270,2024-11-06,BU_Logistics,EMEA,Vendor_33,74.8,Fixed Price,60,56,9.22,532.07,556.88,24.81,0,Paid
INV00271,2024-09-16,BU_Sales,EMEA,Vendor_16,66.6,Fixed Price,30,55,27.56,1546.53,1661.23,114.7,5,Pending
INV00272,2025-04-11,BU_IT,LATAM,Vendor_42,77.6,Time & Materials,30,52,7.73,396.17,402.94,6.77,3,Pending
INV00273,2024-09-25,BU_Sales,North America,Vendor_17,59.8,Time & Materials,45,52,51.61,2760.31,2973.06,212.75,9,Pending
INV00274,2025-02-22,BU_Fabrication,APAC,Vendor_13,78.6,Fixed Price,30,47,32.44,1603.55,1692.69,89.14,0,Paid
INV00275,2025-03-19,BU_IT,North America,Vendor_40,78.0,Time & Materials,15,55,14.1,787.57,806.35,18.78,0,Paid
INV00276,2025-02-18,BU_R&D,APAC,Vendor_22,71.6,Fixed Price,30,43,47.43,2022.56,2152.54,129.98,0,Paid
INV00277,2025-06-05,BU_IT,EMEA,Vendor_03,84.7,Fixed Price,15,38,27.93,1116.86,1089.28,-27.57,0,Paid
INV00278,2025-03-31,BU_IT,EMEA,Vendor_39,55.1,Time & Materials,15,55,33.83,1897.82,2050.57,152.75,0,Paid
INV00279,2025-01-11,BU_Logistics,EMEA,Vendor_40,78.0,Time & Materials,30,70,8.35,591.69,606.38,14.69,0,Paid
INV00280,2025-04-18,BU_IT,EMEA,Vendor_37,78.1,Fixed Price,60,46,16.85,789.07,832.14,43.07,0,Paid
INV00281,2025-07-11,BU_Fabrication,LATAM,Vendor_38,45.6,Fixed Price,60,61,54.05,3392.6,3659.2,266.6,0,Paid
INV00282,2025-06-19,BU_Fabrication,APAC,Vendor_17,59.8,Time & Materials,45,52,37.05,2025.49,2298.94,273.46,0,Paid
INV00283,2025-05-23,BU_Logistics,APAC,Vendor_38,45.6,Fixed Price,30,59,22.46,1334.94,1463.94,129.0,0,Paid
INV00284,2025-02-11,BU_Logistics,LATAM,Vendor_16,66.6,Fixed Price,60,52,39.94,2111.09,2296.52,185.43,8,Pending
INV00285,2024-08-10,BU_Sales,EMEA,Vendor_10,83.1,Fixed Price,30,49,31.9,1601.99,1610.51,8.52,0,Paid
INV00286,2025-06-10,BU_Sales,LATAM,Vendor_48,90.9,Time & Materials,45,60,55.83,3434.59,3514.05,79.46,0,Paid
INV00287,2025-05-15,BU_R&D,LATAM,Vendor_31,66.0,Fixed Price,30,46,63.13,2894.15,3067.02,172.87,6,Pending
INV00288,2025-04-30,BU_R&D,EMEA,Vendor_44,70.5,Time & Materials,45,51,41.58,2213.5,2264.99,51.49,0,Paid
INV00289,2025-07-21,BU_R&D,APAC,Vendor_13,78.6,Time & Materials,30,57,61.92,3589.42,3826.69,237.27,0,Paid
INV00290,2024-12-31,BU_R&D,APAC,Vendor_45,52.8,Time & Materials,30,50,46.1,2441.36,2746.95,305.59,5,Pending
INV00291,2024-12-19,BU_R&D,North America,Vendor_44,70.5,Fixed Price,60,46,66.09,3132.38,3334.42,202.04,0,Paid
INV00292,2025-01-24,BU_Logistics,North America,Vendor_19,61.4,Time & Materials,15,56,51.64,2989.77,3329.55,339.78,0,Paid
INV00293,2025-07-02,BU_R&D,APAC,Vendor_14,46.3,Fixed Price,30,53,34.98,1863.26,2024.42,161.17,0,Paid
INV00294,2025-07-23,BU_R&D,North America,Vendor_40,78.0,Time & Materials,30,48,54.63,2676.3,2789.16,112.87,4,Pending
INV00295,2025-04-29,BU_Logistics,APAC,Vendor_04,97.8,Fixed Price,30,35,29.98,1054.17,1114.74,60.57,0,Paid
INV00296,2025-07-15,BU_Logistics,North America,Vendor_36,56.7,Time & Materials,15,64,57.22,3715.88,3901.39,185.51,0,Paid
INV00297,2025-04-01,BU_Sales,APAC,Vendor_49,80.2,Time & Materials,30,45,62.36,2930.02,3085.04,155.02,0,Paid
INV00298,2024-09-15,BU_IT,North America,Vendor_48,90.9,Time & Materials,60,61,33.1,2132.23,2355.64,223.41,0,Paid
INV00299,2024-10-29,BU_Sales,LATAM,Vendor_12,68.0,Time & Materials,15,38,23.42,917.77,1004.72,86.94,0,Paid
INV00300,2025-04-11,BU_Logistics,LATAM,Vendor_19,61.4,Time & Materials,15,51,55.27,2873.92,3030.89,156.97,0,Paid
INV00301,2024-09-24,BU_R&D,North America,Vendor_42,77.6,Fixed Price,30,46,43.24,2029.43,2068.19,38.77,0,Paid
INV00302,2025-04-16,BU_Sales,North America,Vendor_08,86.5,Fixed Price,45,56,10.4,578.48,569.0,-9.48,0,Paid
INV00303,2024-11-04,BU_Fabrication,APAC,Vendor_19,61.4,Fixed Price,45,59,52.0,3187.07,3491.36,304.28,6,Pending
INV00304,2025-06-24,BU_Sales,LATAM,Vendor_33,74.8,Fixed Price,30,56,64.56,3611.41,3687.86,76.45,3,Pending
INV00305,2024-10-11,BU_Sales,EMEA,Vendor_16,66.6,Fixed Price,30,48,33.64,1572.98,1650.04,77.06,0,Paid
INV00306,2024-12-15,BU_R&D,EMEA,Vendor_47,68.1,Fixed Price,30,48,50.05,2509.73,2644.25,134.52,7,Pending
INV00307,2024-11-29,BU_Fabrication,APAC,Vendor_30,70.6,Fixed Price,30,47,43.95,2153.51,2188.43,34.91,0,Paid
INV00308,2025-07-27,BU_R&D,APAC,Vendor_41,86.1,Time & Materials,30,56,61.9,3474.58,3619.64,145.06,0,Paid
INV00309,2024-11-21,BU_Logistics,EMEA,Vendor_30,70.6,Time & Materials,45,36,40.35,1466.58,1503.87,37.29,0,Paid
INV00310,2025-05-09,BU_Sales,APAC,Vendor_43,73.3,Time & Materials,45,51,36.06,1873.07,2004.75,131.68,0,Paid
INV00311,2025-06-02,BU_Fabrication,EMEA,Vendor_34,59.1,Time & Materials,15,50,35.08,1828.2,2018.9,190.7,0,Paid
INV00312,2024-09-01,BU_IT,LATAM,Vendor_13,78.6,Fixed Price,15,41,55.17,2296.34,2305.17,8.83,0,Paid
INV00313,2025-04-24,BU_Sales,North America,Vendor_14,46.3,Time & Materials,30,46,24.5,1184.33,1261.57,77.24,0,Paid
INV00314,2025-03-17,BU_Fabrication,EMEA,Vendor_33,74.8,Fixed Price,30,59,55.75,3399.23,3445.26,46.02,0,Paid
INV00315,2025-07-11,BU_R&D,APAC,Vendor_26,76.7,Fixed Price,15,50,24.39,1204.03,1247.95,43.93,0,Paid
INV00316,2024-09-07,BU_Fabrication,EMEA,Vendor_45,52.8,Fixed Price,90,70,30.4,2142.32,2352.36,210.04,0,Paid
INV00317,2024-09-05,BU_Sales,North America,Vendor_27,57.7,Fixed Price,15,42,52.02,2239.33,2396.0,156.67,0,Paid
INV00318,2025-06-27,BU_Sales,EMEA,Vendor_25,66.8,Fixed Price,60,49,24.38,1233.98,1363.87,129.89,4,Pending
INV00319,2024-09-11,BU_IT,North America,Vendor_23,76.0,Fixed Price,90,42,42.92,1833.23,1926.28,93.05,0,Paid
INV00320,2024-10-05,BU_Logistics,LATAM,Vendor_49,80.2,Fixed Price,30,45,48.8,2231.78,2215.83,-15.95,0,Paid
INV00321,2025-05-06,BU_Sales,EMEA,Vendor_15,49.1,Fixed Price,30,58,37.19,2196.48,2319.45,122.97,5,Pending
INV00322,2024-09-27,BU_Fabrication,LATAM,Vendor_27,57.7,Time & Materials,60,46,39.87,1877.45,2115.44,237.99,0,Paid
INV00323,2024-12-02,BU_Logistics,North America,Vendor_39,55.1,Fixed Price,30,57,32.41,1915.22,2083.47,168.25,0,Paid
INV00324,2024-08-25,BU_Logistics,APAC,Vendor_26,76.7,Fixed Price,30,43,55.84,2434.21,2531.54,97.33,0,Paid
INV00325,2024-08-29,BU_Logistics,EMEA,Vendor_19,61.4,Fixed Price,60,64,41.47,2649.3,2965.6,316.3,0,Paid
INV00326,2025-05-23,BU_IT,APAC,Vendor_21,97.0,Fixed Price,60,40,10.01,425.15,461.31,36.16,0,Paid
INV00327,2025-04-24,BU_Logistics,EMEA,Vendor_18,79.7,Fixed Price,60,41,28.34,1148.01,1211.1,63.08,0,Paid
INV00328,2024-10-29,BU_Sales,APAC,Vendor_04,97.8,Time & Materials,60,67,27.05,1823.86,2071.57,247.7,0,Paid
INV00329,2025-04-26,BU_R&D,APAC,Vendor_27,57.7,Fixed Price,30,52,43.96,2304.45,2464.55,160.1,0,Paid
INV00330,2025-03-31,BU_Logistics,LATAM,Vendor_20,53.8,Time & Materials,15,33,18.01,601.33,663.71,62.37,0,Paid
INV00331,2024-08-30,BU_IT,EMEA,Vendor_27,57.7,Fixed Price,15,67,32.39,2327.89,2430.08,102.19,8,Pending
INV00332,2024-11-13,BU_R&D,APAC,Vendor_29,66.0,Time & Materials,15,53,28.02,1503.74,1712.57,208.84,0,Paid
INV00333,2024-11-06,BU_Fabrication,North America,Vendor_44,70.5,Time & Materials,15,38,59.55,2317.18,2406.93,89.76,7,Pending
INV00334,2025-05-28,BU_IT,North America,Vendor_14,46.3,Time & Materials,30,49,15.05,762.18,791.78,29.6,0,Paid
INV00335,2024-08-08,BU_Logistics,LATAM,Vendor_48,90.9,Fixed Price,90,45,26.36,1182.78,1257.68,74.9,0,Paid
INV00336,2024-12-03,BU_IT,APAC,Vendor_26,76.7,Time & Materials,30,49,26.92,1368.48,1480.14,111.66,0,Paid
INV00337,2025-02-11,BU_Sales,EMEA,Vendor_23,76.0,Fixed Price,30,44,60.01,2768.43,2864.71,96.28,0,Paid
INV00338,2025-03-27,BU_Fabrication,LATAM,Vendor_47,68.1,Fixed Price,60,39,52.3,2100.09,2307.19,207.09,0,Paid
INV00339,2025-02-06,BU_R&D,EMEA,Vendor_37,78.1,Time & Materials,45,34,46.6,1584.39,1619.76,35.36,12,Pending
INV00340,2025-05-11,BU_IT,APAC,Vendor_27,57.7,Fixed Price,15,58,27.09,1616.61,1803.45,186.85,8,Pending
INV00341,2025-05-19,BU_Logistics,EMEA,Vendor_42,77.6,Time & Materials,30,45,56.92,2615.2,2694.03,78.83,0,Paid
INV00342,2025-04-08,BU_Sales,EMEA,Vendor_47,68.1,Time & Materials,15,43,38.91,1673.04,1814.25,141.21,0,Paid
INV00343,2025-04-08,BU_Logistics,LATAM,Vendor_35,87.3,Time & Materials,90,60,25.8,1566.6,1725.13,158.54,0,Paid
INV00344,2024-09-08,BU_Fabrication,APAC,Vendor_27,57.7,Fixed Price,45,45,42.37,1947.48,2117.31,169.83,4,Pending
INV00345,2024-10-17,BU_Fabrication,North America,Vendor_30,70.6,Fixed Price,45,56,9.1,529.13,548.32,19.19,0,Paid
INV00346,2025-06-12,BU_Sales,APAC,Vendor_02,72.9,Fixed Price,30,47,27.74,1334.01,1400.76,66.75,5,Pending
INV00347,2025-04-29,BU_R&D,EMEA,Vendor_19,61.4,Fixed Price,60,46,29.97,1408.3,1605.84,197.54,0,Paid
INV00348,2024-10-31,BU_Fabrication,LATAM,Vendor_34,59.1,Fixed Price,15,55,25.62,1395.34,1460.92,65.58,0,Paid
INV00349,2025-01-29,BU_R&D,APAC,Vendor_06,71.5,Fixed Price,30,44,24.83,1086.46,1131.82,45.36,0,Paid
INV00350,2025-07-23,BU_Logistics,North America,Vendor_06,71.5,Time & Materials,60,38,66.21,2538.62,2727.92,189.3,0,Paid
INV00351,2024-09-17,BU_Sales,EMEA,Vendor_36,56.7,Fixed Price,45,53,47.17,2600.64,2674.76,74.12,0,Paid
INV00352,2024-09-12,BU_Sales,LATAM,Vendor_42,77.6,Time & Materials,30,46,60.55,2871.88,2977.6,105.72,0,Paid
INV00353,2024-09-18,BU_IT,LATAM,Vendor_15,49.1,Fixed Price,60,44,47.35,2195.49,2438.92,243.43,0,Paid
INV00354,2025-04-01,BU_R&D,North America,Vendor_05,71.5,Time & Materials,30,45,63.87,2996.2,3066.07,69.87,0,Paid
INV00355,2025-07-03,BU_Fabrication,North America,Vendor_21,97.0,Fixed Price,30,44,64.01,2864.96,2883.1,18.14,0,Paid
INV00356,2025-07-31,BU_Sales,LATAM,Vendor_20,53.8,Fixed Price,30,50,32.79,1729.82,1881.4,151.58,0,Paid
INV00357,2025-02-16,BU_IT,EMEA,Vendor_49,80.2,Time & Materials,45,54,49.25,2743.01,2786.97,43.96,0,Paid
INV00358,2024-09-10,BU_IT,APAC,Vendor_23,76.0,Fixed Price,30,45,32.6,1516.36,1622.11,105.76,0,Paid
INV00359,2025-01-22,BU_IT,APAC,Vendor_39,55.1,Fixed Price,45,55,63.16,3574.85,3832.2,257.36,5,Pending
INV00360,2024-12-18,BU_Sales,EMEA,Vendor_23,76.0,Fixed Price,30,63,37.83,2393.44,2327.33,-66.11,0,Paid
INV00361,2025-05-27,BU_Sales,North America,Vendor_40,78.0,Fixed Price,30,61,56.27,3449.81,3507.12,57.32,5,Pending
INV00362,2024-12-16,BU_Logistics,EMEA,Vendor_41,86.1,Fixed Price,30,46,5.96,279.6,268.87,-10.73,0,Paid
INV00363,2024-09-16,BU_Fabrication,LATAM,Vendor_29,66.0,Fixed Price,30,36,64.86,2364.09,2588.64,224.55,2,Pending
INV00364,2024-11-04,BU_Sales,EMEA,Vendor_36,56.7,Fixed Price,15,38,45.7,1775.89,1888.3,112.41,4,Pending
INV00365,2025-05-11,BU_Fabrication,APAC,Vendor_21,97.0,Time & Materials,15,51,29.83,1537.72,1624.81,87.09,0,Paid
INV00366,2024-09-13,BU_IT,LATAM,Vendor_16,66.6,Fixed Price,15,47,38.96,1859.11,1939.0,79.89,9,Pending
INV00367,2024-10-11,BU_R&D,EMEA,Vendor_32,100.0,Fixed Price,15,43,15.52,690.69,692.24,1.55,0,Paid
INV00368,2025-01-01,BU_Sales,APAC,Vendor_24,53.6,Fixed Price,30,43,11.38,492.25,529.08,36.83,0,Paid
INV00369,2025-06-01,BU_IT,North America,Vendor_07,98.7,Fixed Price,15,40,35.72,1474.43,1470.12,-4.31,0,Paid
INV00370,2025-06-14,BU_Sales,LATAM,Vendor_22,71.6,Fixed Price,30,45,63.33,2965.15,3089.0,123.85,0,Paid
INV00371,2025-06-30,BU_IT,North America,Vendor_21,97.0,Time & Materials,45,49,41.02,2092.43,2155.22,62.79,0,Paid
INV00372,2024-10-30,BU_Sales,LATAM,Vendor_19,61.4,Time & Materials,45,49,41.64,2039.94,2227.03,187.09,0,Paid
INV00373,2024-12-03,BU_R&D,EMEA,Vendor_26,76.7,Fixed Price,60,53,27.3,1452.57,1511.46,58.89,0,Paid
INV00374,2025-05-07,BU_Logistics,APAC,Vendor_36,56.7,Fixed Price,45,61,33.24,2056.3,2259.86,203.56,0,Paid
INV00375,2024-11-16,BU_Sales,APAC,Vendor_45,52.8,Fixed Price,60,58,38.16,2299.95,2594.51,294.56,0,Paid
INV00376,2025-07-11,BU_Sales,North America,Vendor_20,53.8,Fixed Price,45,52,56.8,3009.45,3263.66,254.21,0,Paid
INV00377,2025-02-10,BU_Fabrication,EMEA,Vendor_39,55.1,Fixed Price,30,47,34.36,1637.45,1732.75,95.3,0,Paid
INV00378,2025-07-21,BU_Sales,EMEA,Vendor_24,53.6,Time & Materials,60,38,58.36,2259.98,2579.0,319.02,0,Paid
INV00379,2024-09-13,BU_Fabrication,APAC,Vendor_43,73.3,Time & Materials,15,38,31.81,1233.87,1324.97,91.1,0,Paid
INV00380,2025-05-16,BU_Sales,LATAM,Vendor_22,71.6,Time & Materials,30,38,55.21,2061.08,2148.46,87.38,3,Pending
INV00381,2024-12-11,BU_Logistics,EMEA,Vendor_34,59.1,Fixed Price,45,48,52.39,2613.75,2759.65,145.9,0,Paid
INV00382,2025-02-08,BU_Sales,EMEA,Vendor_44,70.5,Fixed Price,30,58,42.64,2591.87,2613.36,21.49,0,Paid
INV00383,2024-08-13,BU_Sales,North America,Vendor_27,57.7,Time & Materials,15,56,37.64,2113.89,2363.48,249.58,0,Paid
INV00384,2024-10-12,BU_R&D,EMEA,Vendor_30,70.6,Time & Materials,30,43,62.09,2742.08,2836.3,94.22,0,Paid
INV00385,2024-09-19,BU_Sales,APAC,Vendor_29,66.0,Fixed Price,30,57,45.07,2668.56,2880.31,211.75,0,Paid
INV00386,2024-09-28,BU_Fabrication,LATAM,Vendor_42,77.6,Fixed Price,60,50,23.5,1183.53,1218.85,35.32,0,Paid
INV00387,2024-12-03,BU_IT,North America,Vendor_11,68.0,Fixed Price,30,45,32.32,1509.68,1572.85,63.17,0,Paid
INV00388,2025-02-24,BU_Logistics,North America,Vendor_43,73.3,Fixed Price,15,58,55.9,3367.09,3293.11,-73.98,0,Paid
INV00389,2024-11-10,BU_Sales,APAC,Vendor_25,66.8,Fixed Price,30,46,42.55,1961.43,2181.0,219.57,7,Pending
INV00390,2025-07-27,BU_Fabrication,APAC,Vendor_35,87.3,Fixed Price,30,39,27.52,1085.0,1126.96,41.96,0,Paid
INV00391,2024-12-13,BU_Sales,EMEA,Vendor_41,86.1,Fixed Price,30,46,60.19,2737.32,2742.54,5.22,0,Paid
INV00392,2024-09-28,BU_R&D,EMEA,Vendor_30,70.6,Time & Materials,60,47,59.33,2881.65,3095.34,213.69,0,Paid
INV00393,2024-12-31,BU_IT,APAC,Vendor_44,70.5,Fixed Price,15,59,41.49,2527.01,2576.7,49.7,0,Paid
INV00394,2024-11-02,BU_R&D,APAC,Vendor_33,74.8,Fixed Price,30,57,24.26,1377.51,1451.67,74.16,0,Paid
INV00395,2025-03-05,BU_Logistics,EMEA,Vendor_35,87.3,Time & Materials,45,54,9.6,540.03,577.96,37.93,0,Paid
INV00396,2025-05-12,BU_Logistics,EMEA,Vendor_09,68.0,Fixed Price,60,60,42.18,2671.09,2938.62,267.53,0,Paid
INV00397,2025-01-31,BU_Fabrication,EMEA,Vendor_13,78.6,Time & Materials,90,49,42.91,2056.49,2246.73,190.25,0,Paid
INV00398,2025-04-11,BU_Sales,APAC,Vendor_27,57.7,Time & Materials,30,53,35.14,1943.77,2241.98,298.22,7,Pending
INV00399,2025-05-17,BU_Fabrication,APAC,Vendor_15,49.1,Fixed Price,30,43,44.18,1904.09,2170.17,266.08,0,Paid
